id,word,url,pronounce,explanation
188,askriptif,https://kbbi.kata.web.id/askriptif/,as.krip.tif,berhubungan (dengan); ditandai (oleh sesuatu)
189,asmaradanta,https://kbbi.kata.web.id/asmaradanta/,as.ma.ra.dan.ta,"putih berkilat (gigi, gading): bibirnya merah tua dan giginya asmaradanta"
190,asoi,https://kbbi.kata.web.id/asoi/,,enak; nikmat
191,asosiatif,https://kbbi.kata.web.id/asosiatif/,aso.si.a.tif,"bersifat asosiasi: bagi mereka, hubungan antara peristiwa-peristiwa yang terjadi itu hanya (bersifat) asosiatif"
192,aspiratif,https://kbbi.kata.web.id/aspiratif/,as.pi.ra.tif,bersifat aspirasi
193,asri,https://kbbi.kata.web.id/asri/,as.ri,indah dan sedap dipandang mata: pertamanan itu menambah asri nya kota
194,astasia,https://kbbi.kata.web.id/astasia/,as.ta.sia,mengenai ketidakmampuan untuk berdiri karena gangguan koordinasi gerakan tubuh
195,astral,https://kbbi.kata.web.id/astral/,as.tral,"mengenai (terdiri atas, menyerupai) bintang-bintang"
196,asumtif,https://kbbi.kata.web.id/asumtif/,asum.tif,bersifat dugaan (perkiraan)
197,asusila,https://kbbi.kata.web.id/asusila/,asu.si.la,tidak susila; tidak baik tingkah lakunya
198,asyik,https://kbbi.kata.web.id/asyik/,,(1) dalam keadaan sibuk (melakukan sesuatu dengan gemarnya): mereka sedang asyik bekerja; (2) sangat terikat hatinya; penuh perhatian: ia sedang asyik membaca buku detektif; (3) senang: saya belum merasakan bagaimana asyik nya bermain golf?; (4) berahi; cinta kasih; sangat suka (gemar): putra mahkota itu teramat asyik nya kepada tuan putri
199,ateistis,https://kbbi.kata.web.id/ateistis/,ate.is.tis,bersifat tidak mengakui adanya tuhan: propaganda yang ateistis bertentangan dengan pancasila
200,atmosferis,https://kbbi.kata.web.id/atmosferis/,at.mos.fe.ris,berkaitan dengan lapisan udara yang menyelubungi bumi sampai ketinggian 300 km
201,atomistis,https://kbbi.kata.web.id/atomistis/,ato.mis.tis,(1) berkaitan dengan analisis sampai ke bagian yang sekecil-kecilnya sehingga melupakan bahwa bagian-bagian itu ada hubungannya; (2) teliti sekali: tidak usah diselidiki secara atomistis
202,atraktif,https://kbbi.kata.web.id/atraktif/,at.rak.tif,mempunyai daya tarik; bersifat menyenangkan: pameran itu sangat atraktif sehingga selalu dipenuhi pengunjung
203,atributif,https://kbbi.kata.web.id/atributif/,atri.bu.tif,bersifat (berkenaan dengan) atribut
204,autarkis,https://kbbi.kata.web.id/autarkis/,au.tar.kis,bersifat autarki
205,autistik,https://kbbi.kata.web.id/autistik/,au.tis.tik,terganggu jika berhubungan dengan orang lain
206,autokton,https://kbbi.kata.web.id/autokton/,au.tok.ton,"secara endogen dihasilkan dalam habitat, komunitas, atau sistem yang sama"
207,autotrofik,https://kbbi.kata.web.id/autotrofik/,au.to.tro.fik,istilah biologi mampu menguraikan bahan anorganik menjadi molekul kompleks bahan organik
208,avirulen,https://kbbi.kata.web.id/avirulen/,avi.ru.len,tidak beracun; tidak mendatangkan penyakit
209,awaarang,https://kbbi.kata.web.id/awaarang/,awa.a.rang,tidak mengandung arang
210,awabau,https://kbbi.kata.web.id/awabau/,awa.bau,hilang bau
211,awabulu,https://kbbi.kata.web.id/awabulu/,awa.bu.lu,hilang bulu
212,awamineral,https://kbbi.kata.web.id/awamineral/,awa.mi.ne.ral,bebas dari mineral
213,awawarna,https://kbbi.kata.web.id/awawarna/,awa.war.na,hilang warnanya
214,awet,https://kbbi.kata.web.id/awet/,,(1) lama berubah; lama bertahan; (2) tidak mudah rusak (tua dan sebagainya) : barang ini murah lagi awet
215,awut,https://kbbi.kata.web.id/awut/,awut.an,berasal dari bahasa jawa awut- (1) tidak mengikuti aturan; seenaknya saja; sembarangan; (2) tidak beraturan (tentang letak); berceceran
216,ayal,https://kbbi.kata.web.id/ayal/,,"(1) lambat; laun: datanglah segera jangan ayal lagi; (2) bimbang; ragu-ragu: tak ayal lagi, ia memang guruku"
217,ayem,https://kbbi.kata.web.id/ayem/,,tenteram dan damai di hati
218,ayit,https://kbbi.kata.web.id/ayit/,,licin (seperti belut)
219,azali,https://kbbi.kata.web.id/azali/,aza.li,bersifat azal; bersifat kekal
220,aziz,https://kbbi.kata.web.id/aziz/,,"terhormat; termulia; sangat berharga: daulat tuanku syah alam, patik kalau-kalau durhaka ke bawah duli yang aziz"
221,azmat,https://kbbi.kata.web.id/azmat/,az.mat,hebat; ramai sekali: tempik sorak kawan dan musuh terlalu azmat bunyinya
222,azospermi,https://kbbi.kata.web.id/azospermi/,azos.per.mi,mandul karena sperma tidak mengandung sel mani hidup dan aktif
223,bacak,https://kbbi.kata.web.id/bacak/,ba.cak,berbintik-bintik (tentang bulu): ayam bacaklihat bacek
224,bacar,https://kbbi.kata.web.id/bacar/,ba.car,"lancar dan banyak (tentang bicara, biasanya dalam arti yang kurang baik)"
225,bacek,https://kbbi.kata.web.id/bacek/,ba.cek,lunak karena mengandung air (tentang tanah dan sebagainya)
226,bacul,https://kbbi.kata.web.id/bacul/,ba.cul,"cakapan (tidak baku) kurang semangat (berkelahi, berlaga, dan sebagainya) ; penakut"
227,badani,https://kbbi.kata.web.id/badani/,ba.da.ni,berhubungan dengan badan; mengenai badan: kesehatan badani dan rohani
228,badar,https://kbbi.kata.web.id/badar/,ba.dar,"(1) purnama (tentang bulan); (2) ki sangat cantik: mukanya seperti bulan badar waktu malamnomina (kata benda) batu hablur untuk permata cincin (batu dari badar, tempat nabi muhammad saw. memperoleh kemenangan besar)klasik nomina (kata benda) , badar sila kain putih yang halus; raja badar"
229,bagak,https://kbbi.kata.web.id/bagak/,ba.gak,(1) besar hati; bangga; (2) berasal dari bahasa minangkabau berani
230,bagi,https://kbbi.kata.web.id/bagi/,ba.gi,Err:509
231,bagur,https://kbbi.kata.web.id/bagur/,ba.gur,"(1) lekas menjadi besar (gemuk) dan tinggi (tentang manusia, binatang); (2) besar dan tinggi yang luar biasa"
232,bahadur,https://kbbi.kata.web.id/bahadur/,ba.ha.dur,gagah berani
233,bahagia,https://kbbi.kata.web.id/bahagia/,ba.ha.gia,nomina (kata benda) keadaan atau perasaan senang dan tenteram (bebas dari segala yang menyusahkan): bahagia dunia akhirat; hidup penuh bahagia; (2) beruntung; berbahagia: saya betul-betul merasa bahagia karena dapat berada kembali di tengah-tengah keluarga
234,bahasa,https://kbbi.kata.web.id/bahasa/,ba.ha.sa,sedikit: angin berembus sepoi-sepoi bahasa (perlahan-lahan dan silir-semilir); rambutnya kusut-kusut bahasa (agak kusut)
235,bahenol,https://kbbi.kata.web.id/bahenol/,ba.he.nol,cakapan (tidak baku) montok dan menggairahkan: perempuan bertubuh bahenol itu berjalan melenggang-lenggok
236,bahimiah,https://kbbi.kata.web.id/bahimiah/,ba.hi.mi.ah,"bersifat kebinatangan (dikatakan kepada orang yang hidupnya hanya makan, minum, dan bersanggama): puasa benar-benar mendidik hati nurani manusia untuk menjauhi sifat bahimiah"
237,baid,https://kbbi.kata.web.id/baid/,ba.id,jauh: karib dan baid
238,bakhil,https://kbbi.kata.web.id/bakhil/,ba.khil,kikir; lokek; pelit
239,bakir,https://kbbi.kata.web.id/bakir/,ba.kir,(1) kaya; berada; (2) pandai; kaya (tentang pengetahuan)
240,bakup,https://kbbi.kata.web.id/bakup/,ba.kup,tampak tebal atau cembung (karena bengkak): matanya bakup sehabis menangis; mukanya bengkak bakup dan hidungnya berdarah akibat berkelahi
241,balam,https://kbbi.kata.web.id/balam/,,"tidak kelihatan nyata karena jauh (gelap, terliput kabut); berbalam; membalam: jauh di seberang lautan tampaklah balam sebuah negerinomina (kata benda) tumbuhan (pokok) kecil yang dapat diambil getahnya, banyak macamnya seperti balam beringin, pavena leerii; balam merah, palaqium gutta"
242,balig,https://kbbi.kata.web.id/balig/,ba.lig,cukup umur; akil balig
243,balut,https://kbbi.kata.web.id/balut/,ba.lut,tebal seperti bengkak (tentang pelupuk mata): matanya balut karena menangis
244,bambung,https://kbbi.kata.web.id/bambung/,bam.bung,bodoh; pandir
245,banal,https://kbbi.kata.web.id/banal/,ba.nal,"kasar (tidak elok); biasa sekali: beberapa sajak yang lemah, ya malahan sangat banal sekali"
246,banang,https://kbbi.kata.web.id/banang/,ba.nang,arkais (tidak lazim) besar pada jenisnya: duku banang; siput banang
247,bancuh,https://kbbi.kata.web.id/bancuh/,ban.cuh,campur aduk; kacau
248,bandang,https://kbbi.kata.web.id/bandang/,ban.dang,besar dan deras (tentang arus air)
249,bandel,https://kbbi.kata.web.id/bandel/,ban.del,"melawan kata atau nasihat orang; tidak mau menurut atau mendengar kata orang; kepala batu: dasar anak-anak itu bandel , tidak suka diperintah; kalau murid-murid itu tetap bandel , gurunya terpaksa bertindak tegas"
250,bangir,https://kbbi.kata.web.id/bangir/,ba.ngir,"mancung (tentang hidung): putri itu cantik sekali, kulitnya halus, dan hidungnya bangir"
251,bangkot,https://kbbi.kata.web.id/bangkot/,bang.kot,cakapan (tidak baku) sudah besar; sudah tua
252,bangkut,https://kbbi.kata.web.id/bangkut/,bang.kut,kerdil; amat kecil
253,bangpak,https://kbbi.kata.web.id/bangpak/,bang.pak,cakapan (tidak baku) buruk; jelek; jahat
254,bangsai,https://kbbi.kata.web.id/bangsai/,bang.sai,(1) rapuh dan buruk; lapuk (tentang kayu); busuk; (2) kiasan kurus kering (tentang badan dan sebagainya) ; (3) tidak bernas (tentang padi)
255,bangsat,https://kbbi.kata.web.id/bangsat/,bang.sat,jembel; miskin
256,bantat,https://kbbi.kata.web.id/bantat/,ban.tat,belum masak benar dan keras (tentang roti dan sebagainya)
257,banter,https://kbbi.kata.web.id/banter/,,"cakapan (tidak baku) (1) sangat; keras (dalam keadaan dan sebagainya) : paling banter cuma dimarahi, paling keras hanya dimarahi; sangat-sangatnya hanya dimarahi; (2) tinggi (tentang harga): paling banter hanya rp5.000,00 harganya, paling mahal; semahal-mahalnya; (3) lekas; cepat: paling banter sekali setahun bisa bertemu; (4) lama; lambat (tentang waktu): paling banter aku dapat menunggu sampai pukul 05.00, selambat-lambatnya; (5) banyak (tentang jumlah): paling banter hanya dapat menampung 48 orang murid"
258,banyak-banyak,https://kbbi.kata.web.id/banyak-banyak/,ba.nyak-ba.nyak,sangat banyak
259,banyakan,https://kbbi.kata.web.id/banyakan/,ba.nyak.an,dialek melayu jakarta lebih banyak; lebih umum
260,bapet,https://kbbi.kata.web.id/bapet/,ba.pet,(1) tidak mempunyai uang; (2) tidak berharga; buruk
261,baran,https://kbbi.kata.web.id/baran/,ba.ran,sangat pemarah; lekas marah
262,basah,https://kbbi.kata.web.id/basah/,ba.sah,(1) mengandung air atau barang cair: bajunya basah kena hujan; (2) belum dikeringkan; masih baru: ikan basah; (3) cak banyak mendatangkan keuntungan (uang dan sebagainya) : ia ditempatkan di pos yang basah
263,basau,https://kbbi.kata.web.id/basau/,ba.sau,"tidak empuk; keras (terutama tentang ubi, kentang, dan sebagainya yang direbus)"
264,bata-bata,https://kbbi.kata.web.id/bata-bata/,"ba.ta-ba.ta, ter.ba.ta-ba.ta","(1) ragu-ragu; bimbang; kebingungan; (2) tergagap-gagap; tidak lancar berbicara: karena takut, ia berkata -"
265,batal,https://kbbi.kata.web.id/batal/,ba.tal,"(1) tidak berlaku; tidak sah: perjanjian itu dinyatakan batal; (2) tidak jadi dilangsungkan; ditunda; urung: rapat kemarin terpaksa batal karena yang hadir kurang dari dua pertiga jumlah anggota; (3) tidak berhasil; gagal: sudah berkali-kali dia menempuh ujian, tetapi selalu batal"
266,baung,https://kbbi.kata.web.id/baung/,ba.ung,melengkung sedikit seperti pisang: tanduk baungarkais (tidak lazim) nomina (kata benda) beruang
267,baya,https://kbbi.kata.web.id/baya/,ba.ya,nomina (kata benda) umur: usianya sudah setengah baya; (2) berumur; tua: ayahku sudah bayalihat bahaya
268,bayak,https://kbbi.kata.web.id/bayak/,ba.yak,cerai-berai tidak beraturan; terserak
269,bebal,https://kbbi.kata.web.id/bebal/,be.bal,sukar mengerti; tidak cepat menanggapi sesuatu (tidak tajam pikiran); bodoh
270,bebang,https://kbbi.kata.web.id/bebang/,be.bang-ter.be.bangtidak,"be.bang, ter.be.bangtidak dapat terus keluar; terhenti; tertahan"
271,bebel,https://kbbi.kata.web.id/bebel/,be.bel,cakapan (tidak baku) bebal
272,becek,https://kbbi.kata.web.id/becek/,be.cek,"berair dan berlumpur: kalau hujan, jalan ke rumahnya becek"
273,becus,https://kbbi.kata.web.id/becus/,be.cus,cakapan (tidak baku) cakap; mampu (mengerjakan sesuatu): karyawan yang tidak becus bekerja akan diganti
274,bedal,https://kbbi.kata.web.id/bedal/,be.dal,lepas dan lari (tentang kuda dan sebagainya)
275,bedebah,https://kbbi.kata.web.id/bedebah/,be.de.bah,celaka (sebagai makian): anak bedebah; si bedebah
276,bedegap,https://kbbi.kata.web.id/bedegap/,be.de.gap,kuat; tegap: badannya gemuk bedegap
277,bedegong,https://kbbi.kata.web.id/bedegong/,be.de.gong,sombong; angkuh
278,begah,https://kbbi.kata.web.id/begah/,be.gah,berasa penuh di perut karena terlalu kenyang dan sebagainya
279,begana-begini,https://kbbi.kata.web.id/begana-begini/,be.ga.na-be.gi.ni,cakapan (tidak baku) berdalih; berhelat
280,begandering,https://kbbi.kata.web.id/begandering/,be.gan.de.ring,arkais (tidak lazim) rapat; sidang
281,begar,https://kbbi.kata.web.id/begar/,be.gar,"(1) tetap keras tidak dapat menjadi empuk (walaupun direbus atau diperam); (2) kiasan tidak dapat berubah lagi (tentang tabiat, kelakuan buruk); (3) kasar (tentang buatan suatu benda)"
282,bego,https://kbbi.kata.web.id/bego/,be.go,"cakapan (tidak baku) sangat bodoh; tolol: ia selalu berlagak bego , pura-pura tidak mengerti"
283,bekah,https://kbbi.kata.web.id/bekah/,be.kah,klasik rekah; belah
284,bekat,https://kbbi.kata.web.id/bekat/,be.kat,banyak (rapat) sekali; sesak; pekat; tumpat
285,belacak,https://kbbi.kata.web.id/belacak/,be.la.cak,melacak
286,belalah,https://kbbi.kata.web.id/belalah/,be.la.lah,rakus makan; lahap; lalah
287,belam,https://kbbi.kata.web.id/belam/,,", ter.be.lamverba (kata kerja) (1) menjadi kabur (tidak nyata, suram); (2) menjadi hilang dari pandangannomina (kata benda) palang atau kancing pintu (pagar dan sebagainya) "
288,belel,https://kbbi.kata.web.id/belel/,be.lel,"sudah pudar warnanya, rusak jahitannya (tentang pakaian); lusuh: ia pergi memakai celana panjang yang sudah belel dan bersandal jepit"
289,belengkok,https://kbbi.kata.web.id/belengkok/,be.leng.kok,cakapan (tidak baku) bengkok; kelok; keluk
290,belengkong,https://kbbi.kata.web.id/belengkong/,be.leng.kong,tidak lurus; berlekuk: garis pantai itu belengkong karena pukulan ombak
291,belengset,https://kbbi.kata.web.id/belengset/,be.leng.set,terlipat keluar (tentang pelupuk mata yang sebelah bawah)
292,belenting,https://kbbi.kata.web.id/belenting/,be.len.ting,gembung
293,beliut,https://kbbi.kata.web.id/beliut/,be.li.ut,"piuh atau bengkok (tentang pisau, keris, dan sebagainya) karena kena barang keras"
294,beloh,https://kbbi.kata.web.id/beloh/,be.loh,bodoh; dungu; tolol
295,belongkot,https://kbbi.kata.web.id/belongkot/,be.long.kot-be.long.kot.an,"be.long.kot, be.long.kot.an masih belum diolah; sebagaimana adanya; utuh: kayu belongkot"
296,belus,https://kbbi.kata.web.id/belus/,be.lus,"mudah lulus (lepas) karena longgar (tentang celana, cincin, dan sebagainya) "
297,benak,https://kbbi.kata.web.id/benak/,be.nak,(1) berbunyi tidak nyaring atau tidak jernih (tentang mata uang); bengap; (2) kiasan sukar mengerti; bodoh
298,benar,https://kbbi.kata.web.id/benar/,be.nar,"(1) sesuai sebagaimana adanya (seharusnya); betul; tidak salah: apa yang dikatakannya itu benar; jawabannya benar semua; (2) tidak berat sebelah; adil: keputusan hakim hendaknya benar; (3) lurus (hati): orang ini amat benar; (4) dapat dipercaya (cocok dengan keadaan yang sesungguhnya); tidak bohong: karena diancam akan dibunuh, ia memberikan kesaksian yang tidak benar; (5) sah: keputusannya benar; (6) sangat; sekali; sungguh: mahal benar buku ini"
299,benar-benar,https://kbbi.kata.web.id/benar-benar/,be.nar-be.nar,sungguh-sungguh: nasihat gurunya benar-benar dipegangnya
300,benci,https://kbbi.kata.web.id/benci/,ben.ci,sangat tidak suka: saya benci kepada penjilat; ia benci benar kepada orang yang suka menonjolkan diri dan memburuk-burukkan orang lain
301,bencong,https://kbbi.kata.web.id/bencong/,ben.cong,banci
302,bendawi,https://kbbi.kata.web.id/bendawi/,ben.da.wi,bersifat kebendaan
303,benderang,https://kbbi.kata.web.id/benderang/,ben.de.rang,"klasik nomina (kata benda) tombak yang tangkainya dihiasi dengan bulu kambing (sebagai tanda kebesaran); tombak benderang terang benar (tentang cahaya, warna): tunggulnya merah amat benderang; bulan benderang"
304,benefaktif,https://kbbi.kata.web.id/benefaktif/,be.ne.fak.tif,"bersangkutan dengan perbuatan (verba) yang dilakukan untuk orang lain, misalnya verba dalam kalimat ibu membukakan ayah pintu"
305,bengah,https://kbbi.kata.web.id/bengah/,be.ngah,arkais (tidak lazim) (1) dalam keadaan duduk dengan menegakkan badan dan kepala; (2) sombong; angkuh
306,bengal,https://kbbi.kata.web.id/bengal/,be.ngal,(1) tidak mau mengindahkan nasihat dan sebagainya; keras kepala; (2) dialek melayu jakarta nakal; suka mengganggu
307,bengang-bengut,https://kbbi.kata.web.id/bengang-bengut/,be.ngang-be.ngut,tidak lurus; tidak teratur
308,bengap,https://kbbi.kata.web.id/bengap/,be.ngap,bimbang
309,bengep,https://kbbi.kata.web.id/bengep/,be.ngep,bengkak-bengkak (tentang muka); sembap: mukanya bengep karena dipukuli orang
310,benggang,https://kbbi.kata.web.id/benggang/,beng.gang,terbuka lebar (tentang mulut); bengong
311,benggil,https://kbbi.kata.web.id/benggil/,beng.gil,benjol; bincul; bengkil
312,bengis,https://kbbi.kata.web.id/bengis/,be.ngis,marah; gusar
313,bengkah,https://kbbi.kata.web.id/bengkah/,beng.kah,"rengkah secara memanjang dan tidak teratur (tentang batu karang, dinding, dan sebagainya) menandakan akan pecah (belah); retak: dinding itu bengkah kena gempa"
314,bengkak,https://kbbi.kata.web.id/bengkak/,beng.kak,menjadi besar karena pengaruh sesuatu (tentang bagian tubuh): kakinya bengkak karena tertusuk paku
315,bengkang-bengkong,https://kbbi.kata.web.id/bengkang-bengkong/,beng.kang-beng.kong,berkeluk-keluk; bengkang-bengkok
316,bengkang-bengkung,https://kbbi.kata.web.id/bengkang-bengkung/,beng.kang-beng.kung,bengkang-bengkok
317,bengkayang,https://kbbi.kata.web.id/bengkayang/,beng.ka.yang,keras mangkas; keras perutnya (karena terlalu kenyang dan sebagainya) ; begap
318,bengkeng,https://kbbi.kata.web.id/bengkeng/,beng.keng,mudah tersinggung
319,bengkerap,https://kbbi.kata.web.id/bengkerap/,beng.ke.rap,bangkrut
320,bengkil,https://kbbi.kata.web.id/bengkil/,,susah payah (melakukan sesuatu): ia berkayuh mudik menongkah arus itu dengan bengkil
321,bengok,https://kbbi.kata.web.id/bengok/,be.ngok,murung; benguk
322,bengot,https://kbbi.kata.web.id/bengot/,be.ngot,(1) tidak lurus benar; tidak tepat benar; serong (tentang segi empat dan sebagainya) ; (2) agak miring (mendaki); landai: pantainya bengot
323,bengu,https://kbbi.kata.web.id/bengu/,be.ngu,berbau tidak sedap (seperti bau tembakau yang sudah lama disimpan)
324,bengul,https://kbbi.kata.web.id/bengul/,be.ngul,balut (tentang mata yang baru habis menangis)
325,benjol,https://kbbi.kata.web.id/benjol/,ben.jol,bengkak atau bincul (pd dahi atau kepala)
326,benjut,https://kbbi.kata.web.id/benjut/,ben.jut,"kiasan betul-betul hancur tentang berdagang, bertani, dan sebagainya"
327,bentan,https://kbbi.kata.web.id/bentan/,ben.tan,"jatuh sakit lagi sesudah (agak) sembuh; kambuh: ayahnya sudah sembuh, tetapi tadi pagi bentan sehingga terpaksa dibawa ke rumah sakit"
